text,target,is_offensive
Kafa ütülemekten başka ne işe yarıyorsun,INSULT,1
ananin amina kumanda sokarim,PROFANITY,1
bir toplumun bu ana mayasını o toplumun tarih töre dil edebiyat ve sanat birliğinin toplamı belirler,OTHER,0
NAMAZ KILAN TÜRK DEĞİLDİR,RACIST,1
birkaç gün daha kalacağım,OTHER,0
yöneltilen suçlar çok ağır,OTHER,0
çingene borcu,RACIST,1
yeter bu kadar zaman suriyelilere bakıldığı artık kendi milletimize bakılsın,RACIST,1
pezevenk sürüsü,PROFANITY,1
deri değişimi görülür ve değiştirilen derinin yenmesiyle kalsiyum ihtiyacı karşılanır yumurtalar yuva içerisine bırakılır ve dişiler tarafından korunur,OTHER,0
onun nasıl bir budala olduğunu tahmin edebiliyor musun?,INSULT,1
Elbisenin rengi çingene pembesi gibi rüküş,RACIST,1
"benim bir zenci arkadaşım var, aşırı pis kokuyor",RACIST,1
Yelloz kadın fahişelik yaparken pezevenk kocasına yakalandı,PROFANITY,1
senin ben düşünce şeklini sikeyim,PROFANITY,1
herkes güler yüzlü ve pozitifti,OTHER,0
Kimi afgan kimi suriyeli kimi bilmem ne,RACIST,1
yaz okulu kayıtları ücretsizdir,OTHER,0
olmuslerinin amina bilardo topu sokayim,PROFANITY,1
Küba liderleri ilk başta iyi niyetlerle ülkenin başına gelmiş ancak sonradan halkına ihanet edip güç zehirlenmesine yaşamış birer canilerdir,RACIST,1
Sakallıları polis çevirip kimlik kontrolü yapıyor suriyeliler mi diye bakıyor,RACIST,1
omurilik ve omurları düzelterek diğer eklemlerde ve kaslardaki baskıyı azaltma etkisi gösterir,OTHER,0
Türk gibi küfretmek,RACIST,1
Sen ne yavan birisin ağzıma atsam boş döner çark,INSULT,1
sarımsak erkeği misin nesin anlamadım,SEXIST,1
transferin ise en kısa sürede gerçekleşeceği belirtildi,OTHER,0
çingeneye saray vermişler bahçesine çadır kurup oturmuş,RACIST,1
sen kiz misin agliyorsun,SEXIST,1
müslümanlar pisliktir,RACIST,1
kırsal yaşamdan hoşlanmaya başladı,OTHER,0
plajda üstsüz erkek perdesiz eve benzer,SEXIST,1
sende az orospu değilsin,PROFANITY,1
ne diye mal mal bakıyorsun,INSULT,1
bir erkeğin hayatında mahalle kültürü almış olması çok önemli bir şey,OTHER,0
Ben de dünyayı gezmek istiyolum ama kızılderilileri görmek istemiyolum Onlar korkunç ve tehlikeli,RACIST,1
isviçrede ırkçılık günden güne artıyor,RACIST,1
tüm manyaklar beni bulur,INSULT,1
cebinde akrep mi var,INSULT,1
Kadın doktor herkese teşekkür ederek toplantıyı sonlandırdı,SEXIST,1
madem ermenisin herkese vermelisin,RACIST,1
matematik fizik kimya gibi ana dersleri mühendislik bölümü öğrencileri ile birlikte alıyorduk,OTHER,0
kızlar erken yaşta evlendirilmelidir,SEXIST,1
Götünden yemiş,PROFANITY,1
çok bilgili bir kızdı,OTHER,0
Kadınlar parayı çok sever,SEXIST,1
Senin annen benim bir haftalığımla orospuluk yapar,PROFANITY,1
Senin gelmişini geçmişinıi testinden su içmişini kapı önünden geçmişini ayakkabını silmişini ceketini dikmişini cemi cümleni sülaleni sikerim,PROFANITY,1
it gibi havlamaktan başka bir şey yapmıyordu,INSULT,1
ülkeye mülteci diye getirilenler bizden zengin çıktı,RACIST,1
İtalyanlar mafyadır,RACIST,1
at yarrağına kelebek konmuş,PROFANITY,1
sümüğü mü atmam sana,INSULT,1
yani pompada çaresiz değilsiniz,OTHER,0
Kadınlar erkeklere göre daha iyi plan yaparlar,SEXIST,1
gri ise tersine kadercidir,OTHER,0
bütün engellemelere rağmen büyüyen bir ekonomi var,OTHER,0
"amı yırtılmış mart& kedileri gibi& bağırma, lan",PROFANITY,1
gerçekten sütü bozuk bir insandır o,INSULT,1
böylece meselenin ez çok ne olduğunu anlayıveriyoruz ama az çok bilmek iyi bilmek değildir,OTHER,0
çingeneden çoban olmaz Yahudi'den pehlivan,RACIST,1
sikmişim be aşkı yeter ki bana bir şey olmasın,PROFANITY,1
kadından bilim adamı olmaz,SEXIST,1
domuz suratlı,INSULT,1
uyuşuk beyinli,INSULT,1
"parfüm kokundan burnumun direği, sızladı-",INSULT,1
Çok alçaksın zemin kat bile senden daha yukarıda,INSULT,1
Erkekler ağlamaz evladım sana bunu kimse söylemedi mi,SEXIST,1
nerede görülmüş kadın kurye,SEXIST,1
"Sik gibi, orda bekliyorsun.",PROFANITY,1
babasının sanatı oğla mirastır,SEXIST,1
seçimler demokrasinin bir gereğidir,OTHER,0
git çay koyda kadınlığını görelim,SEXIST,1
hayatım senin için savaşırdım fakat verimsiz toprakları fethetmeye gerek yok,INSULT,1
koyun gibi baktın,INSULT,1
ağustosdan sonra ekilen darıdan kocasından sonra kalkan karıdan hayır gelmez,SEXIST,1
Türkler kendileri hariç herkese yardım etmektedir,RACIST,1
Adam gibi iş yapman gerekiyor,SEXIST,1
sikeyim derdini sendeki dert mi be,PROFANITY,1
bu dangalağın hiçbir şeyden haberi yoktur,INSULT,1
Karının aklıyla iş yapılmaz,SEXIST,1
Berbat yazıyorsun,INSULT,1
çingeneye git saraylar ver o yine sarayın bahçesindeki çadıra geçer,RACIST,1
Bıyık büküle büküle kaytan insan sikile sikile şeytan olur,PROFANITY,1
iyice gavur etmişsin sana verdiğim hediyeyi,RACIST,1
bu tür organizasyonlarda kendi şehrinizin ve kendi bölgenizin ürünleriyle burada bulununuz,OTHER,0
yırtık göt,INSULT,1
ben senin ne kadar şerefsiz bir insan olduğunu bilmiyor muyum,INSULT,1
sivri burunlu,INSULT,1
götten sikince am daralır mı zannediyon,PROFANITY,1
aldatmak erkeğin elinin kiridir,SEXIST,1
kazanmanın ötesine yatırım yapar futbol,OTHER,0
Butun gun domuz gibi yatan birisin.,INSULT,1
ananı bi sikerim bi daha sikerim,PROFANITY,1
Siktir git benim asabımı bozma.,PROFANITY,1
akşam kocama söyliyim de gelsin senin götünü siksin,PROFANITY,1
veznedar olsan senin vezne boş olurdu kesin,INSULT,1
tahta gibi göğüsler,INSULT,1
Samimiyetsiz bir kızdı,INSULT,1
açlıktan nefesin kokuyor,INSULT,1
Çok çirkin bi karakterin var keşke çirkin betty rolünü sen oynasaydın,INSULT,1
seni cibiliyetsiz,INSULT,1
Anca bebek gibi ağlarsın,INSULT,1
Senini gibi dengesizler oldukça biz kazanamayız,INSULT,1
Kadın halinle tek başına gitme.,SEXIST,1
halkın. zenginlik durumu< çalışkanlıklarıyla birleşince= gayet iyi seviyede,OTHER,0
Türkler kadar kurnaz olamaz,RACIST,1
Türkiyedeki Suriyeliler Suriyedeki imkanlardan daha fazlası sunulduğu için memnunlar tabi,RACIST,1
göt dediğin ötmeli ötmeyen götü sikmeli,PROFANITY,1
yahudilik çok zordu yıllar önce,OTHER,0
dayaktan öldürürüm seni köpek,INSULT,1
denizcilikten başka bildiğim yok,OTHER,0
sikik beyinsiz,PROFANITY,1
eğer serumda uygun antikor varsa antijenle birleşir,OTHER,0
Hevesininancınumutların sikilmiş,PROFANITY,1
Suriyeli mülteciler şehri karıştırmakla uğraşıyor bu adamların mağdur olduğu falan yok,RACIST,1
herkes birbirine anlayış göstererek fiziksel hiçbir gücü kalmayan bu binalardan kurtulmalıdır,OTHER,0
ülkemizde de son yıllarda her alanda yaşananlar yukarıda bir nebze olsun tanımlanan şiddet ortamını işaret etmektedir,OTHER,0
yayınlanmamış yüksek lisans tezi,OTHER,0
Çok eziksin,INSULT,1
Aptal hareketlerinden sıkıldım,INSULT,1
kadınların aklı selim olur erkekler havai,SEXIST,1
yaptırım söz konusu değil,OTHER,0
ananın amına beton direk dikip gölgesinde bacını sikerim,PROFANITY,1
siyahilerin aramızda yeri yok,RACIST,1
durumumuz olmadığı için dershaneye gidemedim geçiş yaptım,OTHER,0
bu elbise sana yakışmıyor,INSULT,1
o kalemini sıraya koydu,OTHER,0
yüzün bataklığa dönmüş,INSULT,1
ama bu siir kendisini sevenlerin dillerinde,OTHER,0
leş sikli,PROFANITY,1
çingene imanı onunkisi hiç belli olmaz sonu,RACIST,1
şaşı gözlü,INSULT,1
ilk adımı erkekler atmalı,SEXIST,1
böyle haysiyetsiz ve şerefsiz bir insanla beni karşı karşıya getirtmeyin bir daha,INSULT,1
şu kılığınla çingenlerden farkın kalmamış,RACIST,1
sen güzel söz nedir bilir misin hıyar,INSULT,1
kürdü kürtten başkası sevmez,RACIST,1
erkeklerden ince düşünce bekleme,SEXIST,1
senin ananla saklambaç oynarım saklandığı deliğe kafasını sokar götünü sike sike farelerle oral yaptırırım,PROFANITY,1
Türk ile dostluk yap ama sopayı elinden bırakma,RACIST,1
Bu çocuk aynı dilenciler gibi giyiniyor,INSULT,1
aleviler sunni bir kiz alirlar ama sunni bir erkege kiz vermezler,RACIST,1
senden bir cacık olmaz,INSULT,1
seni anlatmaya kelimeler yetmez adi desem ibnenin hatrı kalır ibne desem pezevenk darılır,PROFANITY,1
nihayet o gün geldi,OTHER,0
karpuz götünü sikerler,PROFANITY,1
haklı olduğunu nereden biliyoruz,OTHER,0
dunya saglik orgutu ve bircok ulke turkiye modelini inceliyor ve bizim bakanlarimiz bizim burokratlarimiz bizim uzmanlarimizi davet ediyorlar diye konustu,OTHER,0
Karı kısmı elinin hamuruyla erkek işine karışmaz,SEXIST,1
Verdiğin mangıra bak soktuğun angıra bak,PROFANITY,1
Öfkesinden Türk oldu,RACIST,1
yuvayı kuran dişi kuştur,SEXIST,1
Görüntü kiriliğinden başka birşey değilsin,INSULT,1
gözüne inen perdenin kornişini sikeyim,PROFANITY,1
kadınlar erkeklerden daha üstündür,SEXIST,1
burma birliği sosyalist cumhuriyeti tarafından bir dönem uygulanmıştır,OTHER,0
"Gerizekalı adam, sana mesajlarımı okuma dedim",INSULT,1
Erkekleşmiş kadınlardan mesafeni korumalısın,SEXIST,1
baba olmayan erkek eksiktir,SEXIST,1
Adaletsiz Yunanistan Sureyelileri ülkeye almadı Ukraynalılara kapıları açtı,RACIST,1
benim yetişmeme neden daha önce katkıda bulunmadın,OTHER,0
hastane idaresi tarafından düzenlenen ve personel motivasyonuna katkının amaçlandığı etkinliğe tıp fakültesi hastaneler başhekimi prof,OTHER,0
bakanlık meslek birliklerince federasyonlarca yapılacak satışına ilişkin usul ve esasları belirlemek üzere alt düzenleme yapmaya yetkilidir,OTHER,0
Köydeki insanlar cahildir çağın gerisinde kalmıştır,RACIST,1
amına kodumun kapkara taşaklısı,PROFANITY,1
kadınlara araba veriyorlar sonra bu kaza neden oldu soruyorlar bir de,SEXIST,1
sikini sik siksin,PROFANITY,1
soysuz& köpek,PROFANITY,1
yaşlılığı asla kabul etmiyoruz,OTHER,0
Türkiye Avrupa ve Amerika özentisi bir ülke olmuştur,RACIST,1
Sırplar Bosnalıları katleden katillerdir,RACIST,1
yeğenim öyle beceriksiz ki elinden hiç bir iş gelmez,INSULT,1
Beceriksiz döktün mü yine,INSULT,1
laz inadın varmış,RACIST,1
sikimden aşağıya kasımpaşa,PROFANITY,1
Sen kölesin sen korkaksın çünkü sen Ermenisin,RACIST,1
siktir git bu evden,PROFANITY,1
Kızlar bacak bacak üstüne& atmaz ayıp,SEXIST,1
kamarasına gitmedi bu sefer,OTHER,0
kendini güzel sanıyor,INSULT,1
En iyi yahudi ölü yahudidir,RACIST,1
Sana benden erkek sözü bu iş oldu,SEXIST,1
Hayal senin neyine,INSULT,1
arabanın tekerini sikiyim götüne kayıyım,PROFANITY,1
fakat işler umdukları gibi gitmedi,OTHER,0
Adamsan yaparsın,SEXIST,1
gözlerimden çingene körüğü gibi alev çıktı,RACIST,1
Ne gerizekalisin anlatiyorum anlatiyorum anlamiyorsun,INSULT,1
hayat merdivenlerini çıkarken insanlara iyi davranalım,OTHER,0
o sırık boyunla burdan geçebileceğini mi zannettin,INSULT,1
Biraz erkek ol da işini yap.,SEXIST,1
kadın dediğin erkeğin elinin kiri,SEXIST,1
ama üst yönetimle- sorunları olan seçmenin& sorunları devam ediyor&,OTHER,0
kokmuş pis,INSULT,1
fransızlar fahişedir,RACIST,1
Zekan yetmiyor mu,INSULT,1
Hademelerimizi erkek olarak tercih edelim,SEXIST,1
Erkek bakım yaptıramaz,SEXIST,1
kelepir karşısında parlayan yahudi gözüyle bakıyorsun,RACIST,1
kanun ve mesafeli sözleşmeler yönetmeliği kapsamında satılan mal veya hizmete ilişkin sorumluluk bizzat satıcıya aittir,OTHER,0
Suriyeliler ve afaganların misafirlikleri can sıkıcı oldu gitsinler istemiyoruz,RACIST,1
Hayvan oğlu hayvan,INSULT,1
O vazo götüne girsin emi,PROFANITY,1
Kadının yüzünün karası erkeğin elinin kınasıdır,SEXIST,1
ben erkeğim bana bir şey olmaz,SEXIST,1
Kürt çalıyor çingene oynuyor,RACIST,1
kadınlar zaten düzgün birşey olsaydı bizim kaburgamızdan yaratılmazlardı,SEXIST,1
"mülteciler ""kötü kokar halka saldırır para ödemez bela getirir işlerimizi alır""",RACIST,1
kız çocukları daha çok sakindir,SEXIST,1
erkekler ömür törpüsü,SEXIST,1
Sen kadınsın sus otur,SEXIST,1
Omurgasız insan tiplerinden herşeyi beklersin,INSULT,1
uzunca bir süredir bir gelişme yok uluslararası toplumun ilgisinin de azaldığı söylenebilir,OTHER,0
ve sizi hepinizi bal kullanmanız için teşvik ediyor olsam dahi,OTHER,0
Arap tersi Para dır,RACIST,1
açıkçası sana puştluk yapmış,INSULT,1
seçtiğiniz bilgisayarınız adresinize teslim edilsin,OTHER,0
Kafasi calisan bir adamsa kesin Kayserilidir,RACIST,1
Çöp gibisin,INSULT,1
kürtler başlık parası alır,RACIST,1
onu da hesaplaman şart,OTHER,0
aptal bunu nasıl düşünürsün?,INSULT,1
ateşe demiri erittiriyor topraktan ekmek şarap alıyordu,OTHER,0
erkekler daha güçlüdür,SEXIST,1
Bacının amına koyayım,PROFANITY,1
genellikle geçimi tarım ve hayvancılık üzerinedir,OTHER,0
Kıllık yapma,INSULT,1
doğulular kaostan beslenir,RACIST,1
sesin kız gibi,SEXIST,1
sersem sikin tohumu seni,PROFANITY,1
Amına koduğumun herifine bak,PROFANITY,1
mağduriyetini siktiğim yavşağı,PROFANITY,1
Çiçek gibi tazecik aşkım var.,OTHER,0
Kim demiş fahişelere aşık olunmaz fahişeler aşık olmaz,PROFANITY,1
bu bağlamda öğrencilerin bireysel yeteneklerinin tespit edilmesinde modül değerlendirmeleri önemli bir yer tutmaktadır,OTHER,0
kadın dediğin yemek yapacak,SEXIST,1
bundan böyle kutsal adımın aşağılanmasına izin vermeyeceğim,OTHER,0
suudi arabistan mısır birleşik arap emirlikleri azerbaycan makedonya rusya ingiltere ve dubai de bulunan mobilya dergileri ve önemli gazetelerde reklamlarımız yayınlanmıştır,OTHER,0
evet araplar haindir ve kanlarında hainlik vardır,RACIST,1
regaip kelimesi güzel şeyleri arzu etmek istemek elde etmeye gayret etmek anlamlarına gelir,OTHER,0
saz kedilerinin varlığı önemi ve korunmasıyla ilgili kamuoyunun bilinçlendirilmesi çalışmaları için adana ve çevresinde yaşam potansiyeli araştırıldı,OTHER,0
Kadın dediğin evinde oturur yemeğini yapar,SEXIST,1
kola ait butun malzemeler malzeme sorumlularin zimmetindedir,OTHER,0
sonra bir yolunu buldu,OTHER,0
amını yavrusunu siktiğimin çocuğu,PROFANITY,1
erkek dediğin pembe takım giyinmez,SEXIST,1
şam şeytanı seni yenemez,INSULT,1
Agir sacmaliyorsun,INSULT,1
cenaze ve defin hizmetleri nelerdir,OTHER,0
sendeki sinsilik yılanda yok,INSULT,1
bir yerde düşüp kalsan dönüp bakmazlar sana,INSULT,1
Çingenenin ekmeği rüyasına girer,RACIST,1
genellikle animasyon hazırlanırken birkaç veya daha fazla animatörle işbirliği yapmak gerekir,OTHER,0
nihayet beklenen komut geldi,OTHER,0
gotune dingil girsin,PROFANITY,1
Yeterince zeki olsaydı kabul görürdü,INSULT,1
yahudiler korkunçtur,RACIST,1
evli ve iki kız çocuk babasıdır,OTHER,0
kullanmaya kullanmaya beynin erişimiş,INSULT,1
ben muavininiz dal daşşak kaptanınız benden yavşak,PROFANITY,1
Elini götüne sokarım sürahi gibi gezersin,PROFANITY,1
keşke seni kürtajla aldırsaydım,INSULT,1
Bölgede Türkleri kurtarmıyoruz,RACIST,1
Mühendislik erkek işidir,SEXIST,1
görmeyen gözünü sikeyim,PROFANITY,1
bu yüzden konuşma yok,OTHER,0
kudret doğru hematoloji bilim dalı öğretim üyesi prof,OTHER,0
ekte sunduğumuz bildirge tıp mesleğinin hastalarına sağlamaya çalıştığı kimi temel hakları dile getirmektedir,OTHER,0
Suriyelilere kiralık ev vermiyoruz,RACIST,1
Saygızlar bu şekilde davranmayı kesin karşınızda arkadaşınız yok,INSULT,1
o da bir şey mi Kayserili eşeğı boyayıp babasına satar,RACIST,1
bir defa en başta cumhuriyetin dayandığı temel ilkeler den söz ediliyor ama bunların neler olduğu belli değil,OTHER,0
Komşu kızı almak kalaylı kaptan su içmek gibidir,SEXIST,1
Her şey gözler önündeyken hâlâ bu suriyeliler bu ülkede yaşamaya devam mı edecek,RACIST,1
sizi bir derin dalışa götüreceğim,OTHER,0
Yaraya merhem olsan sürülmezsin,INSULT,1
Kizi kim severse guveyin odur oglun kimi severse gelinin odur,SEXIST,1
geçen gün götten vermiş onu anlatıyor bna denyo,PROFANITY,1
ağzına sıçtığımın kaltağı,PROFANITY,1
yıllık ortalamanın yüz otuz üç lira ve üzeri olması gerekir,OTHER,0
embesil- gibi< davranma,INSULT,1
hesap bilimi anlamına geliyor,OTHER,0
ananın amına ağaç> sokarım>,PROFANITY,1
bir aracı çok yakından izlemeyin,OTHER,0
Açık kadına tecavüz suç değildir,SEXIST,1
türkmenler çok güzel baklava yapar,OTHER,0
adam gibi ol,SEXIST,1
erkek dediğin bileklik takmaz,SEXIST,1
sikmediği sıpaya yem takmaz,PROFANITY,1
Dal daşak pezevenk yavşaktır,PROFANITY,1
götümün kenarının ta kenarı,PROFANITY,1
bacağına sıçtığım kerhanecileri,PROFANITY,1
avrupalılar altına eder,RACIST,1
sarı eşşek,INSULT,1
yakın dönemde ise insandan vazgeçilmiş hayvan kurbanına geçilmişti,OTHER,0
tipin iyice kaymış,INSULT,1
tavuk göğsünü şeritler halinde kesin tuz ve karabiber ekleyip kızgın yağda iyice kavurun,OTHER,0
adamı eve bağlayan kadındır,SEXIST,1
sana oksijen veren ağacın yaprağını yemeyen tirtilin haysiyetini ve cibileyitini sikeyim,PROFANITY,1
bana. piçlik yaptırma,PROFANITY,1
buna kendisini mecbur hissediyor,OTHER,0
sürdürülebilir kalkınma ve kentsel gelişme vizyonuna uygun olarak hemşehrilik bilincinin oluşturulmasını savunurlar,OTHER,0
Senin de sensizliğin de ta amına koyayım,PROFANITY,1
gerçekten de bu tür organizasyonlar için ideal bir yer,OTHER,0
tom bunu kabul edemez,OTHER,0
Bu nasıl saç erkek gibi olmuşsun,SEXIST,1
ama şimdi gelelim en merak ettiğiniz nokta türkiye teslimlerine,OTHER,0
o onlarin tek cocugu,OTHER,0
inşallah yazınızdaki gibi kızım da bir geçiş süreci yaşıyordur,OTHER,0
yahudiler lanetlenmiştir,RACIST,1
bir tavukla Yahudi arasındaki fark tavuk fırına atılınca çığlık atmaz,RACIST,1
sana diploma veren kağıdı üretebilmek için kendini feda eden ağacın kağıda dönüşen yaprağını sikeyim,PROFANITY,1
kadına ucuz derler,SEXIST,1
evliya bir Kürt arkadaşın da olsa evine sokma,RACIST,1
kadından yazılımcı mı olur,SEXIST,1
günümüz teknolojik gelişmeleri ile tekrar güncelleşmiş ve kullanım alanı bulmuştur,OTHER,0
Orospu gördüm ama çocuğunu ilk defa görüyorum,PROFANITY,1
en çok kadınlar< incinir,SEXIST,1
yaptığınız düğün çingene düğünü gibiydi,RACIST,1
rezil herif,INSULT,1
depo taleplerinin direkt alınan tekliflere aktarılmasını sağlayabilir talepler ile tekliflerin entegrasyonunu sağlayabilirsiniz,OTHER,0
ben bir eşeklik yaptım da evlendim,INSULT,1
seksen üç altmış bir,OTHER,0
taşşağı sarkmış hala karı kız peşinde,PROFANITY,1
Çingene’ye göre Kürt daha imanlıdır,RACIST,1
kızlar ofsayttan ne anlar,SEXIST,1
bahsi geçen bu şehrin ismiyle ilgili bir veri henüz yoktur,OTHER,0
bahçe çapa ister gelin sopa ister,SEXIST,1
mülteciler yüzünden Türkiye dünyanın bit pazarına döndü,RACIST,1
Kazan alırsan çekip al hatun alırsan bilip al,SEXIST,1
zenciler doğuştan kölelerdir,RACIST,1
Bizans da sanıyor ki tek kahpe kendisi,RACIST,1
ne vefasız bir evlat çıktın sen,INSULT,1
Seninle tanıştığıma pişmanım,INSULT,1
şeytan kılıklı,INSULT,1
suda çözünmez alkolde ise ısıyla doğru orantılı olarak artan bir yoğunlukta çözünür,OTHER,0
fenerliler bu oyunu yemezler,OTHER,0
"Amerikalılar. siyahilerin canına, okuduğu& gibi bir& gün birileri, de onların canına okuyacaktır",RACIST,1
o bir arkadasin arkadasinin arkadasidir,OTHER,0
kadın erkeğide rezil eder veziride,SEXIST,1
Burdan atlayamayacak kadar korkak biri,INSULT,1
Adamın birine kürt müsün diye sormuşlar ‘yov neağlakası var’ demiş,RACIST,1
alti adet gozleri bulunur,OTHER,0
Açık kadın perdesiz eve benzer,SEXIST,1
Boşnak kadınları dünyada bütün ırkların kadınlarından her yönde üstündür,RACIST,1
bir gül görüyor musun,OTHER,0
ayak tabanını sikerim yürüyemezsin,PROFANITY,1
cumartesi günü eşekler ve türkler çalışır pazar günü sadece türkler çalışır,RACIST,1
suriyelilere kiralık evimiz yok,RACIST,1
Kadınlar küfür edemez,SEXIST,1
kadınsız ev harebeye benzer,SEXIST,1
olsen kimse arkandan aglamaz senin,INSULT,1
Kirlisin kalbinden pas akıyor,INSULT,1
halit abi dağların arasında kıvrılan yolun karşı tarafında bir köyü gösteriyor,OTHER,0
seni paralel evrendeki suretinle beraber sikerim,PROFANITY,1
yalnızca birkaç saniye süren bu işlem sonunda alabileceğiniz bilgi karşınıza ana başlıklar halinde çıkar,OTHER,0
yeniden çözümü zorlama konusunda kendi kendilerine söz vermeleridir,OTHER,0
Kadını sırdaş eden esrara tellal aramaz,SEXIST,1
Çok onursuz davranıyorsun,INSULT,1
ben ise gecelerle avunuyorum,OTHER,0
Yahudi tohumu,RACIST,1
takdir edileceği üzere ülke olarak sorunlarımız ve zorluklarımız büyük ve karmaşık kaynaklarımız ise sınırlıdır,OTHER,0
Rum sokağından ev alamayız,RACIST,1
tom benim de arkadaşımdı,OTHER,0
kadının hamaratım diyeni değil yapıp önüne getireni maküldür,SEXIST,1
Asyalılar çok akıllılar,RACIST,1
kiz basina ne isin var disarida,SEXIST,1
senin ananın amına el bombası atarım,PROFANITY,1
Kadın dediğin üç düşünüp bir söyleyecek,SEXIST,1
Anca Yunanlar gibi herşeyi taklit edersin,RACIST,1
tuhaf bir ses duydum,OTHER,0
Korkunçsun insanlara nasıl böyle birşey yaparsın,INSULT,1
arapları beğenmemek için ırkçı olmak gerekmez araplar yüzyıllardır kaba saba olmayı marifet bilerek soylarını devam ettirmiş ve yaymıştır,RACIST,1
seni tuttuğun fare kadar benim siktiğim kedi var ibine,PROFANITY,1
insan haklari mahkemesine gitsen iceri almazlar,INSULT,1
pezevenk otu,PROFANITY,1
sik kafanla karışma,PROFANITY,1
Araplar gün geçtikçe dünyanın her tarafında mantar gibi çoğalıyorlar,RACIST,1
Kız başına bu işlere kalkışırsan sonucu da böyle olur.,SEXIST,1
Kadın şeytana pabucunu ters giydiri,SEXIST,1
aynı karabasan gibi giymişsin,INSULT,1
karını son= kullanma tarihine kadar= sikeyim<,PROFANITY,1
ben size yardımcı olmaktan mutlu olurum,OTHER,0
tümü sözcüğü ayrı olarak tanımlanmıştır,OTHER,0
şimdi birlikte çözülmesi gerekmektedir,OTHER,0
almanlar domuz eti yer,RACIST,1
Çingeneye beylik vermişler önce babasını asmış,RACIST,1
bu tür sahte banknotlarda kağıt orijinal olmakla beraber diğer güvenlik unsurlarının hiçbiri gerçek değildir,OTHER,0
sik kafalı japon askeri,PROFANITY,1
Nazilik hedefi Yahudilerin ve istenmeyen grupların Alman toplumundan temizlenmesi olan ırkçı bir ideolojiydi,RACIST,1
bu yetenekler örgütün ortaklaşa sahip olduğu kabiliyetler beceriler ve deneyimlerdir,OTHER,0
kürt kürt hareketler yapma,RACIST,1
evimde az mobilya var,OTHER,0
Siktir boktan işlere girmemek lazım.,PROFANITY,1
cunku adanin tamaminin bombalanmasi emri verilmisti ve uzerimizden gecenler dost ucaklardi,OTHER,0
orada oturan adamı tanıyorum,OTHER,0
senden bırak hoca olmayı münafık bile olmaz,INSULT,1
yapılan araştırmalarda gecekondu nüfusunun çoğunluğunun marjinal yada küçük çaplı işlerde çalıştığı görülmüştür,OTHER,0
ataerkil bir ailede son söze erkeğindir,SEXIST,1
Acemi oğlan işini uçkuru düşük kadından öğrenir,SEXIST,1
biz= niye adil düzeni korumak için- konuşmuyoruz,OTHER,0
günahsızları öldürerek elde edeceğini düşündüğün her neyse buna gerçekten inanıyor musun,OTHER,0
cücük beyinli seni,INSULT,1
negatif enerjin var,INSULT,1
adam dediğin çocuğun altını temizlemez,SEXIST,1
sikimlen patlatırım seni,PROFANITY,1
fakat hasis böyle de ildir,OTHER,0
programda türkçe şarkı yok,OTHER,0
Annen seni doğurdu mu yoksa kustu mu canım benim ne kadar yılışık ve yapışıksın,INSULT,1
ayıdan post rusdan dost olmaz,RACIST,1
Obez gibisin,INSULT,1
otomobil bulut aracılığıyla akıllı eve veya akıllı şehre bağlandığında daha fazla ölçülebilir fayda olacak,OTHER,0
kadın dediğin hamarat olur sen bi yumurtayı bile kıramıyorsun,SEXIST,1
soğuk havalardan belki de en çok etkilenen organımız cildimiz,OTHER,0
kendinin de inanamadığı bir sesle bir şey yapamazlar,OTHER,0
kürtler dalavereci olur,RACIST,1
Arap eli öpmekle dudak kararmazmış,RACIST,1
abonelikler alıcılar tarafından yapılacaktır,OTHER,0
ananı eşekler kovalasın,PROFANITY,1
egosunu siktigim,PROFANITY,1
yarrağımı kaldırabilen tek kişi sensin,PROFANITY,1
Suriyeliler defolsun,RACIST,1
Rus nataşasına mı aşık oldun,RACIST,1
sonra ben hain deyince kızıyorlar,OTHER,0
kız kısmısı hiç okur muymuş,SEXIST,1
kuru götlü oğlan gibi kız,SEXIST,1
Bilim adamı adı üstünde sadece erkeğin işidir,SEXIST,1
Hiç ilgimi çekmiyorsun ve bundan sonra da çekeceğini sanmıyorum lütfen bana yazma,INSULT,1
yöneticinin yalakası olmuşsun,INSULT,1
yumurta kafa,INSULT,1
"Bu hafta izinliyim, şehir dışına çıkmayı düşünüyorum.",OTHER,0
ben alındığımdan beri kullanılmıyorum,OTHER,0
hepimiz o yalaka= çocuğa= imreniyorduk aslında,INSULT,1
survivorda türkiye ödül oyunu öncesi yarışmacılar yemek ödülü için karşı karşıya geldiler,OTHER,0
bunun için özel tat ve kokusu yoktur ve renksizdir,OTHER,0
sana kuvvet uygulayan yerin çekimini sikerim,PROFANITY,1
bu bölüm sistem içerisinde kullanılacak varsayılan değerlerin atanması ve tanımlanması amacıyla kullanılır,OTHER,0
Spastik beyinsiz,INSULT,1
Bu da bizim sınıfımızın sünepesi,INSULT,1
kadının eli kaşık sapında kararır,SEXIST,1
haddini aşıyorsun sünepe,INSULT,1
Ebenin ammına ağaç dikeyim gölgesinde serinliyeyim,PROFANITY,1
güvenli bir hamilelik dönemi geçirmek ve sağlıklı bir bebeğe kavuşmak için doğumdan önce olabildiğince erken bir dönemde doktora başvurmak çok önemli,OTHER,0
karl şimdi ilk kez ona alıcı gözüyle baktı güçlü bir adamdı ama saçları neredeyse tamamen ağarmıştı,OTHER,0
